#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   925   0.161351E+04   0.656332E+02   0.566927E-05   0.656332E+02   0.319389E+02   0.540616E-06   0.566927E-05   0.540616E-06   0.754247E-08
   926   0.160129E+04   0.652472E+02   0.561826E-05   0.652472E+02   0.322566E+02   0.545545E-06   0.561826E-05   0.545545E-06   0.752942E-08
   927   0.158914E+04   0.648292E+02   0.556730E-05   0.648292E+02   0.325726E+02   0.550391E-06   0.556730E-05   0.550391E-06   0.751641E-08
   928   0.157705E+04   0.643797E+02   0.551638E-05   0.643797E+02   0.328868E+02   0.555154E-06   0.551638E-05   0.555154E-06   0.750344E-08
   929   0.156504E+04   0.638989E+02   0.546551E-05   0.638989E+02   0.331989E+02   0.559835E-06   0.546551E-05   0.559835E-06   0.749049E-08
   930   0.155310E+04   0.633871E+02   0.541470E-05   0.633871E+02   0.335089E+02   0.564433E-06   0.541470E-05   0.564433E-06   0.747758E-08
   931   0.154123E+04   0.628446E+02   0.536395E-05   0.628446E+02   0.338167E+02   0.568948E-06   0.536395E-05   0.568948E-06   0.746470E-08
   932   0.152945E+04   0.622714E+02   0.531326E-05   0.622714E+02   0.341221E+02   0.573380E-06   0.531326E-05   0.573380E-06   0.745185E-08
   933   0.151774E+04   0.616682E+02   0.526264E-05   0.616682E+02   0.344250E+02   0.577729E-06   0.526264E-05   0.577729E-06   0.743904E-08
   934   0.150613E+04   0.610349E+02   0.521209E-05   0.610349E+02   0.347252E+02   0.581996E-06   0.521209E-05   0.581996E-06   0.742625E-08
   935   0.149460E+04   0.603719E+02   0.516163E-05   0.603719E+02   0.350227E+02   0.586179E-06   0.516163E-05   0.586179E-06   0.741350E-08
   936   0.148316E+04   0.596796E+02   0.511126E-05   0.596796E+02   0.353171E+02   0.590280E-06   0.511126E-05   0.590280E-06   0.740078E-08
   937   0.147182E+04   0.589584E+02   0.506097E-05   0.589584E+02   0.356086E+02   0.594298E-06   0.506097E-05   0.594298E-06   0.738810E-08
   938   0.146057E+04   0.582085E+02   0.501078E-05   0.582085E+02   0.358970E+02   0.598233E-06   0.501078E-05   0.598233E-06   0.737544E-08
   939   0.144942E+04   0.574305E+02   0.496070E-05   0.574305E+02   0.361821E+02   0.602085E-06   0.496070E-05   0.602085E-06   0.736282E-08
   940   0.143837E+04   0.566246E+02   0.491072E-05   0.566246E+02   0.364637E+02   0.605853E-06   0.491072E-05   0.605853E-06   0.735023E-08
   941   0.142742E+04   0.557912E+02   0.486085E-05   0.557912E+02   0.367419E+02   0.609539E-06   0.486085E-05   0.609539E-06   0.733767E-08
   942   0.141658E+04   0.549307E+02   0.481110E-05   0.549307E+02   0.370165E+02   0.613142E-06   0.481110E-05   0.613142E-06   0.732514E-08
   943   0.140585E+04   0.540436E+02   0.476147E-05   0.540436E+02   0.372872E+02   0.616661E-06   0.476147E-05   0.616661E-06   0.731264E-08
   944   0.139523E+04   0.531304E+02   0.471197E-05   0.531304E+02   0.375542E+02   0.620098E-06   0.471197E-05   0.620098E-06   0.730018E-08
   945   0.138473E+04   0.521913E+02   0.466260E-05   0.521913E+02   0.378172E+02   0.623451E-06   0.466260E-05   0.623451E-06   0.728774E-08
   946   0.137434E+04   0.512271E+02   0.461337E-05   0.512271E+02   0.380762E+02   0.626721E-06   0.461337E-05   0.626721E-06   0.727534E-08
   947   0.136407E+04   0.502381E+02   0.456428E-05   0.502381E+02   0.383310E+02   0.629908E-06   0.456428E-05   0.629908E-06   0.726297E-08
   948   0.135392E+04   0.492248E+02   0.451534E-05   0.492248E+02   0.385816E+02   0.633012E-06   0.451534E-05   0.633012E-06   0.725062E-08
   949   0.134388E+04   0.481876E+02   0.446656E-05   0.481876E+02   0.388279E+02   0.636032E-06   0.446656E-05   0.636032E-06   0.723831E-08
   950   0.133398E+04   0.471271E+02   0.441793E-05   0.471271E+02   0.390698E+02   0.638970E-06   0.441793E-05   0.638970E-06   0.722603E-08
   951   0.132421E+04   0.460437E+02   0.436947E-05   0.460437E+02   0.393070E+02   0.641824E-06   0.436947E-05   0.641824E-06   0.721378E-08
   952   0.131456E+04   0.449379E+02   0.432117E-05   0.449379E+02   0.395396E+02   0.644595E-06   0.432117E-05   0.644595E-06   0.720156E-08
   953   0.130504E+04   0.438101E+02   0.427304E-05   0.438101E+02   0.397675E+02   0.647283E-06   0.427304E-05   0.647283E-06   0.718937E-08
   954   0.129565E+04   0.426609E+02   0.422508E-05   0.426609E+02   0.399905E+02   0.649890E-06   0.422508E-05   0.649890E-06   0.717721E-08
   955   0.128640E+04   0.414907E+02   0.417730E-05   0.414907E+02   0.402086E+02   0.652414E-06   0.417730E-05   0.652414E-06   0.716508E-08
   956   0.127728E+04   0.403001E+02   0.412969E-05   0.403001E+02   0.404216E+02   0.654858E-06   0.412969E-05   0.654858E-06   0.715298E-08
   957   0.126830E+04   0.390895E+02   0.408226E-05   0.390895E+02   0.406295E+02   0.657221E-06   0.408226E-05   0.657221E-06   0.714091E-08
   958   0.125946E+04   0.378598E+02   0.403501E-05   0.378598E+02   0.408322E+02   0.659503E-06   0.403501E-05   0.659503E-06   0.712887E-08
   959   0.125075E+04   0.366116E+02   0.398794E-05   0.366116E+02   0.410297E+02   0.661706E-06   0.398794E-05   0.661706E-06   0.711686E-08
   960   0.124220E+04   0.353455E+02   0.394106E-05   0.353455E+02   0.412220E+02   0.663829E-06   0.394106E-05   0.663829E-06   0.710488E-08
   961   0.123378E+04   0.340620E+02   0.389437E-05   0.340620E+02   0.414089E+02   0.665873E-06   0.389437E-05   0.665873E-06   0.709293E-08
   962   0.122551E+04   0.327620E+02   0.384787E-05   0.327620E+02   0.415904E+02   0.667838E-06   0.384787E-05   0.667838E-06   0.708101E-08
   963   0.121739E+04   0.314460E+02   0.380156E-05   0.314460E+02   0.417664E+02   0.669725E-06   0.380156E-05   0.669725E-06   0.706912E-08
   964   0.120942E+04   0.301146E+02   0.375544E-05   0.301146E+02   0.419369E+02   0.671534E-06   0.375544E-05   0.671534E-06   0.705725E-08
   965   0.120159E+04   0.287683E+02   0.370953E-05   0.287683E+02   0.421020E+02   0.673265E-06   0.370953E-05   0.673265E-06   0.704542E-08
   966   0.119392E+04   0.274078E+02   0.366381E-05   0.274078E+02   0.422612E+02   0.674920E-06   0.366381E-05   0.674920E-06   0.703362E-08
   967   0.118640E+04   0.260335E+02   0.361829E-05   0.260335E+02   0.424148E+02   0.676498E-06   0.361829E-05   0.676498E-06   0.702184E-08
   968   0.117902E+04   0.246461E+02   0.357298E-05   0.246461E+02   0.425626E+02   0.678000E-06   0.357298E-05   0.678000E-06   0.701009E-08
   969   0.117181E+04   0.232462E+02   0.352788E-05   0.232462E+02   0.427045E+02   0.679426E-06   0.352788E-05   0.679426E-06   0.699838E-08
   970   0.116475E+04   0.218341E+02   0.348299E-05   0.218341E+02   0.428404E+02   0.680776E-06   0.348299E-05   0.680776E-06   0.698669E-08
   971   0.115783E+04   0.204107E+02   0.343830E-05   0.204107E+02   0.429704E+02   0.682052E-06   0.343830E-05   0.682052E-06   0.697503E-08
   972   0.115108E+04   0.189766E+02   0.339384E-05   0.189766E+02   0.430944E+02   0.683253E-06   0.339384E-05   0.683253E-06   0.696340E-08
   973   0.114448E+04   0.175323E+02   0.334959E-05   0.175323E+02   0.432122E+02   0.684380E-06   0.334959E-05   0.684380E-06   0.695179E-08
   974   0.113804E+04   0.160785E+02   0.330555E-05   0.160785E+02   0.433240E+02   0.685433E-06   0.330555E-05   0.685433E-06   0.694022E-08
   975   0.113175E+04   0.146159E+02   0.326174E-05   0.146159E+02   0.434296E+02   0.686414E-06   0.326174E-05   0.686414E-06   0.692867E-08
   976   0.112562E+04   0.131450E+02   0.321816E-05   0.131450E+02   0.435291E+02   0.687321E-06   0.321816E-05   0.687321E-06   0.691716E-08
   977   0.111965E+04   0.116665E+02   0.317480E-05   0.116665E+02   0.436223E+02   0.688156E-06   0.317480E-05   0.688156E-06   0.690567E-08
   978   0.111383E+04   0.101810E+02   0.313167E-05   0.101810E+02   0.437093E+02   0.688919E-06   0.313167E-05   0.688919E-06   0.689421E-08
   979   0.110818E+04   0.868912E+01   0.308877E-05   0.868912E+01   0.437901E+02   0.689610E-06   0.308877E-05   0.689610E-06   0.688277E-08
   980   0.110268E+04   0.719141E+01   0.304610E-05   0.719141E+01   0.438645E+02   0.690230E-06   0.304610E-05   0.690230E-06   0.687137E-08
   981   0.109734E+04   0.568849E+01   0.300367E-05   0.568849E+01   0.439328E+02   0.690780E-06   0.300367E-05   0.690780E-06   0.685999E-08
   982   0.109216E+04   0.418096E+01   0.296148E-05   0.418096E+01   0.439946E+02   0.691259E-06   0.296148E-05   0.691259E-06   0.684864E-08
   983   0.108714E+04   0.266942E+01   0.291953E-05   0.266942E+01   0.440503E+02   0.691668E-06   0.291953E-05   0.691668E-06   0.683732E-08
   984   0.108228E+04   0.115444E+01   0.287782E-05   0.115444E+01   0.440995E+02   0.692007E-06   0.287782E-05   0.692007E-06   0.682603E-08
   985   0.107757E+04  -0.363418E+00   0.283636E-05  -0.363418E+00   0.441424E+02   0.692278E-06   0.283636E-05   0.692278E-06   0.681476E-08
   986   0.107302E+04  -0.188362E+01   0.279514E-05  -0.188362E+01   0.441788E+02   0.692480E-06   0.279514E-05   0.692480E-06   0.680352E-08
   987   0.106864E+04  -0.340563E+01   0.275418E-05  -0.340563E+01   0.442089E+02   0.692614E-06   0.275418E-05   0.692614E-06   0.679231E-08
   988   0.106441E+04  -0.492892E+01   0.271347E-05  -0.492892E+01   0.442325E+02   0.692680E-06   0.271347E-05   0.692680E-06   0.678113E-08
   989   0.106034E+04  -0.645295E+01   0.267301E-05  -0.645295E+01   0.442496E+02   0.692678E-06   0.267301E-05   0.692678E-06   0.676997E-08
   990   0.105642E+04  -0.797713E+01   0.263282E-05  -0.797713E+01   0.442602E+02   0.692610E-06   0.263282E-05   0.692610E-06   0.675884E-08
   991   0.105267E+04  -0.950103E+01   0.259288E-05  -0.950103E+01   0.442642E+02   0.692475E-06   0.259288E-05   0.692475E-06   0.674774E-08
   992   0.104907E+04  -0.110239E+02   0.255320E-05  -0.110239E+02   0.442618E+02   0.692274E-06   0.255320E-05   0.692274E-06   0.673666E-08
   993   0.104563E+04  -0.125452E+02   0.251379E-05  -0.125452E+02   0.442527E+02   0.692007E-06   0.251379E-05   0.692007E-06   0.672561E-08
   994   0.104235E+04  -0.140641E+02   0.247465E-05  -0.140641E+02   0.442373E+02   0.691675E-06   0.247465E-05   0.691675E-06   0.671459E-08
   995   0.103921E+04  -0.155801E+02   0.243577E-05  -0.155801E+02   0.442153E+02   0.691278E-06   0.243577E-05   0.691278E-06   0.670359E-08
   996   0.103624E+04  -0.170925E+02   0.239717E-05  -0.170925E+02   0.441869E+02   0.690816E-06   0.239717E-05   0.690816E-06   0.669263E-08
   997   0.103342E+04  -0.186006E+02   0.235885E-05  -0.186006E+02   0.441520E+02   0.690291E-06   0.235885E-05   0.690291E-06   0.668168E-08
   998   0.103076E+04  -0.201039E+02   0.232079E-05  -0.201039E+02   0.441106E+02   0.689702E-06   0.232079E-05   0.689702E-06   0.667077E-08
   999   0.102825E+04  -0.216015E+02   0.228302E-05  -0.216015E+02   0.440628E+02   0.689049E-06   0.228302E-05   0.689049E-06   0.665988E-08
  1000   0.102590E+04  -0.230928E+02   0.224553E-05  -0.230928E+02   0.440086E+02   0.688334E-06   0.224553E-05   0.688334E-06   0.664901E-08
  1001   0.102369E+04  -0.245770E+02   0.220833E-05  -0.245770E+02   0.439479E+02   0.687557E-06   0.220833E-05   0.687557E-06   0.663818E-08
  1002   0.102163E+04  -0.260535E+02   0.217141E-05  -0.260535E+02   0.438807E+02   0.686717E-06   0.217141E-05   0.686717E-06   0.662737E-08
  1003   0.101972E+04  -0.275214E+02   0.213477E-05  -0.275214E+02   0.438071E+02   0.685816E-06   0.213477E-05   0.685816E-06   0.661658E-08
  1004   0.101796E+04  -0.289801E+02   0.209842E-05  -0.289801E+02   0.437271E+02   0.684853E-06   0.209842E-05   0.684853E-06   0.660582E-08
  1005   0.101633E+04  -0.304289E+02   0.206236E-05  -0.304289E+02   0.436406E+02   0.683828E-06   0.206236E-05   0.683828E-06   0.659509E-08
  1006   0.101485E+04  -0.318674E+02   0.202659E-05  -0.318674E+02   0.435478E+02   0.682743E-06   0.202659E-05   0.682743E-06   0.658438E-08
  1007   0.101351E+04  -0.332953E+02   0.199111E-05  -0.332953E+02   0.434488E+02   0.681597E-06   0.199111E-05   0.681597E-06   0.657370E-08
  1008   0.101231E+04  -0.347123E+02   0.195592E-05  -0.347123E+02   0.433438E+02   0.680390E-06   0.195592E-05   0.680390E-06   0.656305E-08
  1009   0.101125E+04  -0.361179E+02   0.192102E-05  -0.361179E+02   0.432329E+02   0.679123E-06   0.192102E-05   0.679123E-06   0.655242E-08
  1010   0.101032E+04  -0.375120E+02   0.188641E-05  -0.375120E+02   0.431164E+02   0.677796E-06   0.188641E-05   0.677796E-06   0.654182E-08
  1011   0.100953E+04  -0.388941E+02   0.185209E-05  -0.388941E+02   0.429943E+02   0.676409E-06   0.185209E-05   0.676409E-06   0.653124E-08
  1012   0.100887E+04  -0.402639E+02   0.181807E-05  -0.402639E+02   0.428667E+02   0.674962E-06   0.181807E-05   0.674962E-06   0.652068E-08
  1013   0.100833E+04  -0.416211E+02   0.178434E-05  -0.416211E+02   0.427337E+02   0.673456E-06   0.178434E-05   0.673456E-06   0.651016E-08
  1014   0.100794E+04  -0.429650E+02   0.175091E-05  -0.429650E+02   0.425952E+02   0.671892E-06   0.175091E-05   0.671892E-06   0.649965E-08
  1015   0.100767E+04  -0.442953E+02   0.171778E-05  -0.442953E+02   0.424510E+02   0.670268E-06   0.171778E-05   0.670268E-06   0.648918E-08
  1016   0.100753E+04  -0.456115E+02   0.168494E-05  -0.456115E+02   0.423012E+02   0.668586E-06   0.168494E-05   0.668586E-06   0.647873E-08
  1017   0.100753E+04  -0.469131E+02   0.165240E-05  -0.469131E+02   0.421457E+02   0.666846E-06   0.165240E-05   0.666846E-06   0.646830E-08
  1018   0.100765E+04  -0.481997E+02   0.162016E-05  -0.481997E+02   0.419844E+02   0.665048E-06   0.162016E-05   0.665048E-06   0.645790E-08
  1019   0.100790E+04  -0.494707E+02   0.158822E-05  -0.494707E+02   0.418173E+02   0.663192E-06   0.158822E-05   0.663192E-06   0.644752E-08
  1020   0.100827E+04  -0.507255E+02   0.155658E-05  -0.507255E+02   0.416445E+02   0.661279E-06   0.155658E-05   0.661279E-06   0.643717E-08
  1021   0.100877E+04  -0.519634E+02   0.152524E-05  -0.519634E+02   0.414662E+02   0.659308E-06   0.152524E-05   0.659308E-06   0.642684E-08
  1022   0.100939E+04  -0.531836E+02   0.149421E-05  -0.531836E+02   0.412825E+02   0.657280E-06   0.149421E-05   0.657280E-06   0.641654E-08
  1023   0.101011E+04  -0.543854E+02   0.146348E-05  -0.543854E+02   0.410936E+02   0.655196E-06   0.146348E-05   0.655196E-06   0.640626E-08
  1024   0.101095E+04  -0.555681E+02   0.143305E-05  -0.555681E+02   0.408997E+02   0.653056E-06   0.143305E-05   0.653056E-06   0.639601E-08
  1025   0.101189E+04  -0.567310E+02   0.140293E-05  -0.567310E+02   0.407010E+02   0.650859E-06   0.140293E-05   0.650859E-06   0.638578E-08
  1026   0.101294E+04  -0.578734E+02   0.137312E-05  -0.578734E+02   0.404974E+02   0.648606E-06   0.137312E-05   0.648606E-06   0.637558E-08
  1027   0.101409E+04  -0.589955E+02   0.134361E-05  -0.589955E+02   0.402893E+02   0.646298E-06   0.134361E-05   0.646298E-06   0.636540E-08
  1028   0.101534E+04  -0.600971E+02   0.131441E-05  -0.600971E+02   0.400765E+02   0.643934E-06   0.131441E-05   0.643934E-06   0.635524E-08
  1029   0.101670E+04  -0.611783E+02   0.128552E-05  -0.611783E+02   0.398591E+02   0.641515E-06   0.128552E-05   0.641515E-06   0.634511E-08
  1030   0.101815E+04  -0.622391E+02   0.125694E-05  -0.622391E+02   0.396373E+02   0.639041E-06   0.125694E-05   0.639041E-06   0.633501E-08
  1031   0.101971E+04  -0.632798E+02   0.122868E-05  -0.632798E+02   0.394110E+02   0.636513E-06   0.122868E-05   0.636513E-06   0.632493E-08
  1032   0.102136E+04  -0.643002E+02   0.120072E-05  -0.643002E+02   0.391804E+02   0.633930E-06   0.120072E-05   0.633930E-06   0.631487E-08
  1033   0.102311E+04  -0.653004E+02   0.117308E-05  -0.653004E+02   0.389455E+02   0.631293E-06   0.117308E-05   0.631293E-06   0.630483E-08
  1034   0.102496E+04  -0.662799E+02   0.114574E-05  -0.662799E+02   0.387063E+02   0.628603E-06   0.114574E-05   0.628603E-06   0.629482E-08
  1035   0.102690E+04  -0.672379E+02   0.111873E-05  -0.672379E+02   0.384631E+02   0.625858E-06   0.111873E-05   0.625858E-06   0.628484E-08
  1036   0.102893E+04  -0.681738E+02   0.109203E-05  -0.681738E+02   0.382160E+02   0.623061E-06   0.109203E-05   0.623061E-06   0.627488E-08
  1037   0.103103E+04  -0.690869E+02   0.106564E-05  -0.690869E+02   0.379651E+02   0.620210E-06   0.106564E-05   0.620210E-06   0.626494E-08
  1038   0.103322E+04  -0.699768E+02   0.103957E-05  -0.699768E+02   0.377106E+02   0.617307E-06   0.103957E-05   0.617307E-06   0.625502E-08
  1039   0.103549E+04  -0.708427E+02   0.101383E-05  -0.708427E+02   0.374525E+02   0.614351E-06   0.101383E-05   0.614351E-06   0.624513E-08
  1040   0.103783E+04  -0.716839E+02   0.988394E-06  -0.716839E+02   0.371910E+02   0.611342E-06   0.988394E-06   0.611342E-06   0.623526E-08
  1041   0.104024E+04  -0.725005E+02   0.963283E-06  -0.725005E+02   0.369262E+02   0.608282E-06   0.963283E-06   0.608282E-06   0.622542E-08
  1042   0.104273E+04  -0.732924E+02   0.938493E-06  -0.732924E+02   0.366579E+02   0.605170E-06   0.938493E-06   0.605170E-06   0.621560E-08
  1043   0.104527E+04  -0.740592E+02   0.914024E-06  -0.740592E+02   0.363864E+02   0.602006E-06   0.914024E-06   0.602006E-06   0.620580E-08
  1044   0.104789E+04  -0.748014E+02   0.889878E-06  -0.748014E+02   0.361117E+02   0.598791E-06   0.889878E-06   0.598791E-06   0.619603E-08
  1045   0.105057E+04  -0.755185E+02   0.866055E-06  -0.755185E+02   0.358336E+02   0.595525E-06   0.866055E-06   0.595525E-06   0.618628E-08
  1046   0.105332E+04  -0.762111E+02   0.842556E-06  -0.762111E+02   0.355523E+02   0.592209E-06   0.842556E-06   0.592209E-06   0.617655E-08
  1047   0.105612E+04  -0.768784E+02   0.819382E-06  -0.768784E+02   0.352678E+02   0.588841E-06   0.819382E-06   0.588841E-06   0.616685E-08
  1048   0.105899E+04  -0.775205E+02   0.796535E-06  -0.775205E+02   0.349802E+02   0.585424E-06   0.796535E-06   0.585424E-06   0.615716E-08
  1049   0.106191E+04  -0.781366E+02   0.774014E-06  -0.781366E+02   0.346899E+02   0.581957E-06   0.774014E-06   0.581957E-06   0.614751E-08
  1050   0.106488E+04  -0.787282E+02   0.751821E-06  -0.787282E+02   0.343970E+02   0.578439E-06   0.751821E-06   0.578439E-06   0.613787E-08
  1051   0.106790E+04  -0.792946E+02   0.729956E-06  -0.792946E+02   0.341017E+02   0.574873E-06   0.729956E-06   0.574873E-06   0.612826E-08
  1052   0.107097E+04  -0.798349E+02   0.708420E-06  -0.798349E+02   0.338041E+02   0.571258E-06   0.708420E-06   0.571258E-06   0.611867E-08
  1053   0.107408E+04  -0.803493E+02   0.687211E-06  -0.803493E+02   0.335045E+02   0.567595E-06   0.687211E-06   0.567595E-06   0.610910E-08
  1054   0.107724E+04  -0.808376E+02   0.666328E-06  -0.808376E+02   0.332032E+02   0.563884E-06   0.666328E-06   0.563884E-06   0.609955E-08
  1055   0.108043E+04  -0.813007E+02   0.645771E-06  -0.813007E+02   0.329001E+02   0.560127E-06   0.645771E-06   0.560127E-06   0.609003E-08
  1056   0.108366E+04  -0.817377E+02   0.625540E-06  -0.817377E+02   0.325955E+02   0.556324E-06   0.625540E-06   0.556324E-06   0.608053E-08
  1057   0.108692E+04  -0.821480E+02   0.605633E-06  -0.821480E+02   0.322893E+02   0.552476E-06   0.605633E-06   0.552476E-06   0.607105E-08
  1058   0.109021E+04  -0.825331E+02   0.586050E-06  -0.825331E+02   0.319817E+02   0.548584E-06   0.586050E-06   0.548584E-06   0.606160E-08
  1059   0.109353E+04  -0.828913E+02   0.566791E-06  -0.828913E+02   0.316728E+02   0.544648E-06   0.566791E-06   0.544648E-06   0.605217E-08
  1060   0.109688E+04  -0.832228E+02   0.547853E-06  -0.832228E+02   0.313626E+02   0.540669E-06   0.547853E-06   0.540669E-06   0.604276E-08
  1061   0.110025E+04  -0.835290E+02   0.529238E-06  -0.835290E+02   0.310514E+02   0.536648E-06   0.529238E-06   0.536648E-06   0.603337E-08
